Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2024-05548,2024-03-29,DEP-010,CAT-013,SUP-043,Direct Purchase,9,7327.44,7517.75,2024-04-02,2024-05-31,2024-06-04,Completed,Baku,5.0
PR-2026-05549,2026-08-17,DEP-002,CAT-007,SUP-064,Request for Quotation,669,8.87,8.01,2026-09-11,2026-11-06,2026-11-06,Completed,Absheron,4.3
PR-2024-05550,2024-10-08,DEP-011,CAT-016,SUP-074,Open Tender,3,12011.46,13064.26,2024-10-22,2024-11-08,2024-11-26,Completed,Baku,3.3
PR-2026-05551,2026-02-05,DEP-001,CAT-004,SUP-025,Request for Quotation,18,1995.45,1776.61,2026-02-09,2026-03-20,2026-03-28,Completed,Ganja,5.0
PR-2024-05552,2024-01-15,DEP-003,CAT-007,SUP-068,Open Tender,860,18.96,17.17,2024-02-01,2024-02-22,2024-02-13,Completed,Baku,4.1
PR-2024-05553,2024-03-24,DEP-008,CAT-019,SUP-005,Open Tender,979,3782.2,3715.19,2024-04-08,2024-04-16,2024-04-25,Completed,Ganja,4.6
PR-2024-05554,2024-04-21,DEP-004,CAT-014,SUP-116,Request for Quotation,8,395.12,448.84,2024-05-17,2024-06-26,2024-06-14,Completed,Sumgayit,5.0
PR-2026-05555,2026-06-30,DEP-004,CAT-011,SUP-039,Open Tender,10,1605.6,1451.02,2026-07-22,2026-09-09,,Cancelled,Baku,
PR-2024-05556,2024-11-20,DEP-004,CAT-001,SUP-001,Request for Quotation,9,3219.54,3063.11,2024-12-13,2024-12-30,2025-01-03,Completed,Ganja,3.9
PR-2024-05557,2024-09-30,DEP-001,CAT-018,SUP-081,Open Tender,6,1231.46,991.67,2024-10-11,2024-11-26,2024-12-04,Completed,Baku,4.2
PR-2025-05558,2025-08-25,DEP-004,CAT-013,SUP-116,Open Tender,8,4330.25,3808.12,2025-08-29,2025-10-28,2025-10-16,Completed,Baku,4.5
PR-2024-05559,2024-07-12,DEP-012,CAT-002,SUP-101,Open Tender,74,1137.21,1041.72,2024-07-23,2024-08-08,2024-08-15,Completed,Baku,4.3
PR-2024-05560,2024-05-12,DEP-008,CAT-011,SUP-039,Request for Quotation,2,5069.06,4529.01,2024-05-16,2024-06-09,2024-06-09,Completed,Ganja,4.7
PR-2025-05561,2025-02-20,DEP-007,CAT-021,SUP-111,Request for Quotation,40,343.97,321.51,2025-03-01,2025-04-21,2025-04-28,Completed,Baku,4.6
PR-2024-05562,2024-01-27,DEP-009,CAT-023,SUP-004,Request for Quotation,218,26.12,24.31,2024-01-30,2024-03-04,2024-03-18,Completed,Mingachevir,3.8
PR-2024-05563,2024-03-17,DEP-001,CAT-015,SUP-006,Open Tender,1,2056.37,2120.43,2024-03-27,2024-05-07,2024-05-20,Completed,Sumgayit,3.5
PR-2025-05564,2025-06-25,DEP-005,CAT-008,SUP-084,Framework Agreement,436,233.91,203.66,2025-07-13,2025-08-20,,In Progress,Baku,
PR-2025-05565,2025-12-22,DEP-008,CAT-003,SUP-040,Open Tender,58,373.37,319.03,2026-01-12,2026-01-23,2026-02-01,Completed,Ganja,4.1
PR-2024-05566,2024-08-10,DEP-005,CAT-014,SUP-099,Framework Agreement,5,2579.01,2311.85,2024-08-31,2024-10-14,2024-10-09,Completed,Baku,4.5
PR-2025-05567,2025-04-30,DEP-003,CAT-017,SUP-057,Request for Quotation,108,1020.44,929.24,2025-05-20,2025-06-26,2025-06-27,Completed,Baku,4.4
PR-2024-05568,2024-05-23,DEP-009,CAT-017,SUP-060,Direct Purchase,84,705.06,682.61,2024-06-16,2024-08-09,,In Progress,Lankaran,
PR-2025-05569,2025-12-08,DEP-008,CAT-007,SUP-082,Request for Quotation,54,4.21,3.95,2025-12-23,2026-01-08,2026-01-13,Completed,Baku,4.3
PR-2025-05570,2025-10-10,DEP-007,CAT-023,SUP-008,Direct Purchase,100,60.17,63.23,2025-10-19,2025-11-25,2025-11-19,Completed,Shirvan,3.9
PR-2024-05571,2024-03-07,DEP-010,CAT-006,SUP-025,Open Tender,48,3812.31,3207.93,2024-03-25,2024-05-17,2024-05-11,Completed,Mingachevir,4.1
PR-2026-05572,2026-01-15,DEP-010,CAT-019,SUP-095,Open Tender,14,134.05,111.8,2026-02-06,2026-03-14,2026-03-12,Completed,Baku,4.5
PR-2026-05573,2026-02-06,DEP-001,CAT-005,SUP-048,Framework Agreement,64,103.52,116.48,2026-03-05,2026-04-01,,In Progress,Baku,
PR-2024-05574,2024-09-29,DEP-005,CAT-011,SUP-031,Framework Agreement,5,1003.36,962.73,2024-10-04,2024-11-25,,Cancelled,Baku,
PR-2025-05575,2025-08-31,DEP-004,CAT-003,SUP-101,Open Tender,66,379.03,353.98,2025-09-13,2025-09-29,,Completed,Baku,4.6
PR-2026-05576,2026-02-06,DEP-006,CAT-019,SUP-039,Request for Quotation,832,200.77,197.15,2026-02-27,2026-03-13,,Pending,Baku,
PR-2024-05577,2024-08-12,DEP-001,CAT-005,SUP-100,Request for Quotation,27,1692.22,1653.85,2024-08-21,2024-08-29,,In Progress,Baku,
PR-2024-05578,2024-04-18,DEP-006,CAT-007,SUP-084,Direct Purchase,387,23.07,26.83,2024-05-08,2024-06-11,2024-06-13,Completed,Baku,5.0
PR-2024-05579,2024-09-21,DEP-008,CAT-006,SUP-041,Open Tender,46,1951.82,1683.66,2024-09-23,2024-11-02,,In Progress,Ganja,
PR-2024-05580,2024-04-06,DEP-011,CAT-003,SUP-100,Open Tender,64,341.86,307.35,2024-04-30,2024-05-19,,In Progress,Baku,
PR-2026-05581,2026-08-22,DEP-003,CAT-017,SUP-060,Open Tender,92,143.04,167.94,2026-09-01,2026-09-19,,Cancelled,Baku,
PR-2026-05582,2026-07-07,DEP-008,CAT-012,SUP-029,Open Tender,9,1796.4,1560.94,2026-08-04,2026-09-14,2026-09-10,Completed,Ganja,4.3
PR-2024-05583,2024-02-05,DEP-001,CAT-006,SUP-025,Open Tender,79,1075.36,1000.63,2024-02-27,2024-04-15,,Cancelled,Baku,
PR-2025-05584,2025-10-03,DEP-007,CAT-023,SUP-063,Request for Quotation,458,30.2,27.48,2025-10-29,2025-12-26,2025-12-29,Completed,Baku,4.7
PR-2024-05585,2024-09-13,DEP-005,CAT-010,SUP-046,Open Tender,4,106.41,92.82,2024-09-18,2024-09-30,2024-10-06,Completed,Shirvan,4.4
PR-2024-05586,2024-10-23,DEP-008,CAT-020,SUP-088,Open Tender,652,2.59,2.45,2024-10-31,2024-11-17,,In Progress,Ganja,
PR-2024-05587,2024-12-15,DEP-011,CAT-015,SUP-074,Direct Purchase,5,7411.78,7174.8,2024-12-17,2025-02-10,2025-03-04,Completed,Absheron,3.1
PR-2026-05588,2026-08-14,DEP-006,CAT-008,SUP-086,Open Tender,569,35.29,30.78,2026-08-22,2026-10-07,2026-10-03,Completed,Baku,5.0
PR-2024-05589,2024-09-30,DEP-007,CAT-022,SUP-053,Open Tender,15,7826.78,7117.16,2024-10-06,2024-11-07,2024-10-31,Completed,Baku,4.9
PR-2024-05590,2024-08-11,DEP-009,CAT-008,SUP-064,Framework Agreement,64,234.49,222.24,2024-09-08,2024-10-06,2024-10-12,Completed,Baku,4.2
PR-2026-05591,2026-01-14,DEP-012,CAT-001,SUP-100,Direct Purchase,74,1445.83,1398.84,2026-01-22,2026-03-20,2026-03-30,Completed,Absheron,5.0
PR-2026-05592,2026-06-20,DEP-009,CAT-023,SUP-048,Open Tender,397,50.07,44.96,2026-07-04,2026-07-26,2026-07-31,Completed,Baku,4.7
PR-2026-05593,2026-07-27,DEP-007,CAT-017,SUP-027,Open Tender,72,194.85,175.91,2026-08-23,2026-10-21,2026-10-18,Completed,Shaki,4.0
PR-2024-05594,2024-11-08,DEP-008,CAT-005,SUP-107,Request for Quotation,5,698.57,693.46,2024-11-16,2025-01-07,2025-01-07,Completed,Ganja,4.0
PR-2025-05595,2025-04-01,DEP-004,CAT-012,SUP-066,Open Tender,12,1763.92,1501.49,2025-04-15,2025-04-23,2025-05-09,Completed,Mingachevir,3.3
PR-2025-05596,2025-02-20,DEP-001,CAT-004,SUP-022,Open Tender,50,1247.65,1070.24,2025-03-02,2025-04-21,2025-04-11,Completed,Baku,4.4
PR-2025-05597,2025-03-26,DEP-004,CAT-002,SUP-107,Open Tender,63,2214.43,1918.27,2025-04-23,2025-05-22,2025-05-16,Completed,Baku,4.4
PR-2024-05598,2024-02-18,DEP-006,CAT-007,SUP-068,Open Tender,955,17.71,15.71,2024-03-14,2024-04-07,2024-04-20,Completed,Baku,4.2
PR-2025-05599,2025-11-11,DEP-008,CAT-008,SUP-086,Open Tender,63,44.39,38.26,2025-11-30,2026-01-18,2026-01-18,Completed,Lankaran,5.0
PR-2026-05600,2026-07-13,DEP-010,CAT-006,SUP-062,Open Tender,78,2111.92,2151.75,2026-07-24,2026-08-06,2026-08-14,Completed,Absheron,3.9
PR-2025-05601,2025-12-24,DEP-001,CAT-003,SUP-041,Direct Purchase,28,497.01,500.97,2025-12-27,2026-02-09,2026-02-08,Completed,Baku,4.3
PR-2024-05602,2024-05-06,DEP-005,CAT-019,SUP-044,Request for Quotation,262,114.98,101.91,2024-05-22,2024-06-01,2024-05-27,Completed,Baku,5.0
PR-2025-05603,2025-08-03,DEP-007,CAT-017,SUP-060,Request for Quotation,90,713.8,678.65,2025-08-26,2025-09-25,2025-09-13,Completed,Ganja,3.7
PR-2024-05604,2024-09-04,DEP-001,CAT-004,SUP-107,Open Tender,37,4872.67,4222.99,2024-09-28,2024-10-10,2024-10-14,Completed,Baku,5.0
PR-2026-05605,2026-02-24,DEP-008,CAT-020,SUP-044,Open Tender,945,1.38,1.47,2026-03-10,2026-04-10,2026-04-11,Completed,Ganja,4.2
PR-2025-05606,2025-04-17,DEP-001,CAT-006,SUP-007,Request for Quotation,38,1016.23,912.8,2025-04-30,2025-06-20,,Pending,Shaki,
PR-2026-05607,2026-06-06,DEP-002,CAT-007,SUP-084,Open Tender,527,20.2,18.54,2026-06-27,2026-08-15,2026-08-16,Completed,Baku,5.0
PR-2024-05608,2024-03-16,DEP-012,CAT-020,SUP-095,Open Tender,783,1.63,1.69,2024-03-30,2024-04-06,2024-04-06,Completed,Baku,4.4
PR-2024-05609,2024-03-04,DEP-012,CAT-023,SUP-105,Open Tender,204,47.95,49.27,2024-03-29,2024-05-25,,In Progress,Baku,
PR-2025-05610,2025-12-08,DEP-001,CAT-005,SUP-007,Open Tender,33,853.49,949.35,2025-12-15,2026-01-04,2026-01-05,Completed,Lankaran,5.0
PR-2026-05611,2026-07-20,DEP-003,CAT-017,SUP-038,Open Tender,78,1182.3,1098.53,2026-08-17,2026-10-06,2026-09-28,Completed,Baku,4.1
PR-2026-05612,2026-06-14,DEP-010,CAT-018,SUP-042,Open Tender,5,3857.19,3625.65,2026-06-29,2026-07-17,2026-07-20,Completed,Lankaran,4.3
PR-2024-05613,2024-07-27,DEP-010,CAT-018,SUP-081,Request for Quotation,6,1148.89,1116.98,2024-08-01,2024-08-12,2024-08-16,Completed,Baku,4.5
PR-2025-05614,2025-10-27,DEP-005,CAT-009,SUP-120,Open Tender,171,639.96,595.69,2025-10-31,2025-12-29,2026-01-04,Completed,Baku,3.2
PR-2025-05615,2025-08-21,DEP-005,CAT-012,SUP-011,Open Tender,3,2883.65,2446.56,2025-09-03,2025-11-01,2025-11-03,Completed,Baku,5.0
PR-2024-05616,2024-12-14,DEP-012,CAT-010,SUP-091,Open Tender,149,591.12,580.09,2025-01-08,2025-01-17,2025-01-29,Completed,Lankaran,3.7
PR-2024-05617,2024-10-12,DEP-006,CAT-011,SUP-066,Request for Quotation,6,10517.71,9470.5,2024-10-30,2024-11-12,2024-11-18,Completed,Baku,3.1
PR-2024-05618,2024-02-22,DEP-005,CAT-011,SUP-066,Request for Quotation,1,6150.68,5755.28,2024-03-04,2024-05-02,2024-05-10,Completed,Baku,3.7
PR-2026-05619,2026-04-12,DEP-005,CAT-014,SUP-116,Request for Quotation,12,300.53,279.69,2026-04-20,2026-06-04,2026-05-29,Completed,Ganja,5.0
PR-2025-05620,2025-06-25,DEP-004,CAT-001,SUP-107,Request for Quotation,59,3499.68,3242.47,2025-07-03,2025-08-21,2025-08-24,Completed,Baku,4.7
PR-2026-05621,2026-02-01,DEP-004,CAT-020,SUP-095,Request for Quotation,169,1.87,1.83,2026-02-12,2026-03-29,2026-03-25,Completed,Baku,4.5
PR-2026-05622,2026-08-20,DEP-001,CAT-019,SUP-016,Framework Agreement,508,907.51,881.41,2026-08-26,2026-09-25,2026-10-06,Completed,Baku,2.9
PR-2025-05623,2025-01-06,DEP-012,CAT-005,SUP-100,Framework Agreement,5,124.61,107.91,2025-01-20,2025-03-08,2025-03-05,Completed,Baku,5.0
PR-2025-05624,2025-01-27,DEP-001,CAT-001,SUP-013,Open Tender,32,1488.15,1428.26,2025-02-21,2025-04-21,2025-04-09,Completed,Shaki,4.8
PR-2024-05625,2024-06-23,DEP-012,CAT-017,SUP-112,Open Tender,109,107.8,95.3,2024-07-13,2024-07-26,2024-07-31,Completed,Baku,3.2
PR-2025-05626,2025-02-20,DEP-004,CAT-011,SUP-004,Open Tender,7,509.32,440.79,2025-03-07,2025-03-18,2025-03-14,Completed,Baku,3.5
PR-2024-05627,2024-12-22,DEP-007,CAT-008,SUP-064,Open Tender,169,80.98,75.02,2025-01-11,2025-02-03,2025-01-28,Completed,Baku,4.4
PR-2026-05628,2026-01-13,DEP-009,CAT-021,SUP-104,Direct Purchase,35,799.91,792.28,2026-01-31,2026-02-25,2026-03-02,Completed,Baku,3.8
PR-2025-05629,2025-04-27,DEP-002,CAT-008,SUP-064,Direct Purchase,791,169.91,164.98,2025-05-09,2025-06-11,,Cancelled,Baku,
PR-2025-05630,2025-06-09,DEP-010,CAT-001,SUP-041,Framework Agreement,26,1804.54,1616.72,2025-06-16,2025-07-16,2025-07-11,Completed,Baku,3.7
PR-2026-05631,2026-07-09,DEP-012,CAT-012,SUP-030,Request for Quotation,9,3814.47,3706.34,2026-07-22,2026-08-03,2026-08-10,Completed,Baku,4.2
PR-2025-05632,2025-04-23,DEP-008,CAT-012,SUP-030,Request for Quotation,4,646.6,591.56,2025-04-29,2025-06-03,2025-06-10,Completed,Shaki,4.4
PR-2025-05633,2025-03-21,DEP-003,CAT-017,SUP-108,Request for Quotation,55,224.34,263.49,2025-04-16,2025-05-16,2025-05-16,Completed,Sumgayit,4.8
PR-2026-05634,2026-02-03,DEP-011,CAT-012,SUP-039,Request for Quotation,5,2070.55,1946.91,2026-02-12,2026-04-07,2026-04-07,Completed,Baku,4.9
PR-2024-05635,2024-09-04,DEP-001,CAT-001,SUP-048,Request for Quotation,69,1459.13,1425.96,2024-09-26,2024-10-04,2024-10-05,Completed,Baku,4.9
PR-2026-05636,2026-06-25,DEP-005,CAT-009,SUP-005,Request for Quotation,96,266.39,260.22,2026-07-02,2026-08-04,2026-07-27,Completed,Sumgayit,4.3
PR-2025-05637,2025-09-26,DEP-003,CAT-014,SUP-010,Open Tender,5,2316.85,2059.27,2025-10-01,2025-11-15,2025-11-11,Completed,Baku,4.3
PR-2025-05638,2025-11-23,DEP-012,CAT-016,SUP-114,Request for Quotation,4,3862.29,3406.93,2025-12-03,2026-01-10,2026-01-17,Completed,Absheron,4.7
PR-2024-05639,2024-09-02,DEP-002,CAT-008,SUP-020,Open Tender,280,199.92,168.63,2024-09-20,2024-10-07,2024-10-10,Completed,Baku,3.9
PR-2026-05640,2026-04-30,DEP-005,CAT-011,SUP-029,Request for Quotation,2,1428.01,1580.39,2026-05-21,2026-07-02,2026-07-03,Completed,Baku,3.8
PR-2026-05641,2026-06-23,DEP-005,CAT-013,SUP-057,Open Tender,12,11110.43,9403.49,2026-07-05,2026-08-07,2026-08-12,Completed,Baku,4.0
PR-2024-05642,2024-03-04,DEP-004,CAT-004,SUP-025,Open Tender,54,4050.39,3536.65,2024-03-14,2024-05-01,2024-05-15,Completed,Baku,3.9
PR-2025-05643,2025-08-01,DEP-010,CAT-024,SUP-047,Open Tender,488,39.03,36.21,2025-08-15,2025-09-05,2025-08-29,Completed,Baku,4.3
PR-2025-05644,2025-11-30,DEP-008,CAT-011,SUP-119,Framework Agreement,3,6876.61,7374.14,2025-12-11,2026-01-07,2026-01-13,Completed,Ganja,4.8
PR-2026-05645,2026-05-10,DEP-003,CAT-008,SUP-017,Request for Quotation,209,57.85,61.32,2026-05-21,2026-06-04,2026-06-08,Completed,Shirvan,4.3
PR-2024-05646,2024-10-14,DEP-005,CAT-004,SUP-048,Request for Quotation,58,328.68,294.09,2024-10-25,2024-11-27,,Pending,Baku,
PR-2026-05647,2026-03-01,DEP-012,CAT-001,SUP-100,Open Tender,21,1656.48,1436.72,2026-03-12,2026-04-06,2026-04-09,Completed,Baku,5.0
PR-2026-05648,2026-01-12,DEP-004,CAT-012,SUP-113,Request for Quotation,12,11074.25,10461.47,2026-02-01,2026-03-30,,In Progress,Baku,
PR-2025-05649,2025-02-25,DEP-005,CAT-013,SUP-028,Framework Agreement,4,6520.11,5635.89,2025-03-17,2025-04-30,2025-04-18,Completed,Baku,3.9
PR-2026-05650,2026-01-06,DEP-001,CAT-003,SUP-100,Open Tender,58,349.72,329.72,2026-01-20,2026-02-07,2026-02-11,Completed,Baku,4.6
PR-2026-05651,2026-06-25,DEP-009,CAT-023,SUP-085,Request for Quotation,39,44.43,43.93,2026-06-27,2026-08-01,2026-07-30,Completed,Baku,4.5
PR-2026-05652,2026-07-30,DEP-008,CAT-012,,Direct Purchase,2,16986.97,17909.82,2026-08-01,2026-08-27,2026-08-24,Completed,Mingachevir,3.4
PR-2026-05653,2026-08-30,DEP-010,CAT-018,SUP-088,Direct Purchase,10,6031.6,6702.52,2026-09-22,2026-11-02,2026-10-28,Completed,Baku,5.0
PR-2026-05654,2026-03-13,DEP-003,CAT-007,SUP-082,Request for Quotation,732,3.95,3.73,2026-03-26,2026-04-28,2026-04-21,Completed,Baku,4.4
PR-2026-05655,2026-04-29,DEP-005,CAT-009,SUP-013,Direct Purchase,159,973.37,1012.17,2026-05-22,2026-06-30,,Cancelled,Baku,
PR-2026-05656,2026-05-11,DEP-003,CAT-015,SUP-099,Framework Agreement,3,5265.35,5009.35,2026-06-08,2026-07-22,,Cancelled,Shaki,
PR-2024-05657,2024-08-21,DEP-008,CAT-018,SUP-042,Open Tender,4,5220.46,4473.28,2024-09-16,2024-11-04,2024-11-02,Completed,Ganja,3.7
PR-2024-05658,2024-06-23,DEP-007,CAT-024,SUP-109,Open Tender,143,15.66,13.66,2024-07-20,2024-08-24,2024-08-18,Completed,Absheron,4.0
PR-2025-05659,2025-07-13,DEP-008,CAT-007,SUP-021,Request for Quotation,812,3.38,3.15,2025-07-30,2025-08-18,2025-08-19,Completed,Ganja,4.5
PR-2025-05660,2025-05-20,DEP-009,CAT-023,SUP-063,Request for Quotation,447,19.04,17.39,2025-06-09,2025-07-07,2025-07-06,Completed,Baku,5.0
PR-2024-05661,2024-11-19,DEP-005,CAT-011,SUP-119,Open Tender,11,5345.68,5160.59,2024-11-29,2024-12-26,2024-12-30,Completed,Baku,4.9
PR-2026-05662,2026-02-10,DEP-002,CAT-016,SUP-026,Request for Quotation,4,7030.16,6322.65,2026-02-24,2026-04-24,2026-04-26,Completed,Baku,4.7
PR-2026-05663,2026-07-30,DEP-002,CAT-016,SUP-056,Framework Agreement,3,7997.88,7786.64,2026-08-09,2026-08-20,2026-08-26,Completed,Baku,4.6
PR-2024-05664,2024-10-08,DEP-001,CAT-005,SUP-062,Open Tender,67,567.71,459.84,2024-10-23,2024-11-03,2024-11-10,Completed,Baku,3.9
PR-2024-05665,2024-05-31,DEP-002,CAT-015,SUP-080,Framework Agreement,2,23317.83,21038.13,2024-06-07,2024-07-19,2024-07-19,Completed,Baku,3.8
PR-2024-05666,2024-11-21,DEP-008,CAT-004,SUP-040,Open Tender,5,297.85,281.05,2024-12-04,2024-12-19,2024-12-27,Completed,Ganja,3.9
PR-2024-05667,2024-07-22,DEP-010,CAT-018,SUP-090,Direct Purchase,12,1017.1,1001.93,2024-08-19,2024-10-14,2024-10-14,Completed,Baku,5.0
PR-2025-05668,2025-07-22,DEP-009,CAT-017,SUP-071,Request for Quotation,12,1582.44,1427.13,2025-07-30,2025-09-11,2025-09-20,Completed,Mingachevir,3.4
PR-2025-05669,2025-05-15,DEP-001,CAT-017,SUP-076,Direct Purchase,48,169.77,168.02,2025-05-17,2025-06-10,2025-06-04,Completed,Baku,4.5
PR-2025-05670,2025-12-15,DEP-002,CAT-008,SUP-086,Open Tender,457,102.78,94.34,2025-12-22,2026-02-18,2026-02-20,Completed,Baku,4.6
PR-2024-05671,2024-09-15,DEP-005,CAT-012,SUP-031,Open Tender,5,6241.16,5313.61,2024-10-05,2024-12-03,2024-11-27,Completed,Mingachevir,4.9
PR-2024-05672,2024-07-30,DEP-011,CAT-008,SUP-086,Request for Quotation,474,190.69,171.19,2024-08-27,2024-10-26,2024-10-23,Completed,Baku,4.1
PR-2024-05673,2024-08-21,DEP-008,CAT-010,SUP-089,Request for Quotation,196,119.28,126.43,2024-08-26,2024-10-21,,Cancelled,Shirvan,
PR-2024-05674,2024-05-27,DEP-010,CAT-018,SUP-042,Open Tender,4,1204.34,1082.86,2024-06-22,2024-07-24,,In Progress,Baku,
PR-2025-05675,2025-09-09,DEP-010,CAT-005,SUP-001,Direct Purchase,36,464.46,488.24,2025-09-14,2025-10-28,,In Progress,Baku,
PR-2024-05676,2024-10-08,DEP-004,CAT-009,SUP-013,Framework Agreement,116,1292.6,1211.99,2024-10-31,2024-11-23,2024-11-18,Completed,Sumgayit,4.9
PR-2024-05677,2024-05-21,DEP-012,CAT-008,SUP-064,Request for Quotation,619,63.38,57.31,2024-05-26,2024-06-09,2024-06-12,Completed,Baku,4.6
PR-2024-05678,2024-05-08,DEP-004,CAT-019,SUP-106,Open Tender,689,189.79,166.44,2024-06-04,2024-07-11,,Pending,Baku,
PR-2025-05679,2025-12-22,DEP-007,CAT-023,SUP-032,Open Tender,87,56.3,46.51,2026-01-14,2026-02-19,2026-02-22,Completed,Baku,4.1
PR-2025-05680,2025-12-01,DEP-001,CAT-001,SUP-025,Open Tender,67,2538.57,2241.15,2025-12-06,2025-12-18,2025-12-13,Completed,Baku,5.0
PR-2025-05681,2025-04-20,DEP-001,CAT-006,SUP-054,Request for Quotation,51,862.29,818.02,2025-04-30,2025-06-13,2025-06-15,Completed,Baku,3.9
PR-2026-05682,2026-01-14,DEP-005,CAT-014,SUP-028,Framework Agreement,6,662.8,768.45,2026-01-18,2026-03-09,2026-03-04,Completed,Baku,4.1
PR-2024-05683,2024-08-01,DEP-005,CAT-011,SUP-030,Open Tender,8,8782.03,7994.11,2024-08-12,2024-08-28,,In Progress,Ganja,
PR-2024-05684,2024-06-23,DEP-011,CAT-015,SUP-026,Framework Agreement,1,1568.64,1403.23,2024-07-17,2024-09-13,,Pending,Baku,
PR-2026-05685,2026-05-13,DEP-007,CAT-023,SUP-069,Framework Agreement,231,82.15,82.29,2026-06-02,2026-06-10,2026-06-12,Completed,Baku,4.2
PR-2024-05686,2024-01-24,DEP-006,CAT-007,SUP-082,Direct Purchase,690,47.87,47.44,2024-02-18,2024-03-28,2024-03-29,Completed,Baku,4.8
PR-2026-05687,2026-08-04,DEP-012,CAT-008,SUP-009,Framework Agreement,710,59.81,53.67,2026-08-06,2026-09-09,2026-09-21,Completed,Baku,4.4
PR-2024-05688,2024-08-27,DEP-005,CAT-023,SUP-008,Open Tender,369,107.4,116.5,2024-09-13,2024-09-26,2024-09-17,Completed,Baku,3.5
PR-2025-05689,2025-03-08,DEP-004,CAT-001,SUP-100,Request for Quotation,57,3067.03,2827.86,2025-03-16,2025-03-24,2025-03-21,Completed,Baku,4.4
PR-2024-05690,2024-02-21,DEP-008,CAT-007,SUP-009,Open Tender,672,2.28,2.03,2024-03-12,2024-05-05,,Cancelled,Ganja,
PR-2024-05691,2024-03-11,DEP-003,CAT-008,SUP-068,Open Tender,37,74.58,69.62,2024-03-29,2024-05-21,2024-05-22,Completed,Baku,4.1
PR-2026-05692,2026-03-10,DEP-001,CAT-004,SUP-040,Open Tender,21,3483.71,3163.44,2026-03-13,2026-04-29,2026-04-29,Completed,Baku,3.9
PR-2025-05693,2025-04-23,DEP-002,CAT-007,SUP-086,Open Tender,477,19.92,16.8,2025-05-18,2025-06-19,2025-06-22,Completed,Baku,4.6
PR-2024-05694,2024-06-12,DEP-004,CAT-020,SUP-118,Direct Purchase,993,1.72,1.81,2024-06-18,2024-07-04,,Cancelled,Baku,
PR-2025-05695,2025-07-29,DEP-006,CAT-016,SUP-006,Open Tender,2,4915.64,4335.03,2025-08-09,2025-09-04,2025-09-04,Completed,Baku,3.7
PR-2024-05696,2024-05-17,DEP-008,CAT-005,SUP-100,Request for Quotation,26,2138.59,2058.02,2024-06-13,2024-07-11,2024-07-19,Completed,Ganja,4.3
PR-2026-05697,2026-01-30,DEP-005,CAT-009,SUP-022,Open Tender,64,749.35,702.7,2026-02-12,2026-03-02,2026-02-25,Completed,Mingachevir,5.0
PR-2025-05698,2025-10-30,DEP-002,CAT-016,SUP-114,Request for Quotation,1,3090.87,3555.56,2025-11-03,2025-11-23,2025-11-29,Completed,Baku,4.8
PR-2025-05699,2025-09-22,DEP-003,CAT-007,SUP-082,Open Tender,513,19.33,16.79,2025-09-26,2025-10-29,2025-11-04,Completed,Baku,4.1
PR-2025-05700,2025-07-22,DEP-004,CAT-012,SUP-029,Open Tender,11,323.12,272.69,2025-07-29,2025-08-27,2025-09-04,Completed,Baku,4.1
PR-2025-05701,2025-11-01,DEP-005,CAT-014,SUP-115,Request for Quotation,4,3730.25,3532.74,2025-11-25,2025-12-22,2025-12-15,Completed,Baku,2.7
PR-2025-05702,2025-09-14,DEP-002,CAT-008,SUP-082,Direct Purchase,399,86.74,89.8,2025-10-04,2025-10-17,2025-10-25,Completed,Baku,3.8
PR-2025-05703,2025-03-08,DEP-010,CAT-024,SUP-047,Request for Quotation,46,94.13,90.43,2025-03-30,2025-04-22,,In Progress,Shirvan,
PR-2026-05704,2026-07-28,DEP-004,CAT-004,SUP-048,Direct Purchase,70,365.83,355.87,2026-08-25,2026-09-30,,In Progress,Mingachevir,
PR-2026-05705,2026-03-14,DEP-001,CAT-006,SUP-040,Open Tender,54,3197.68,2795.08,2026-03-28,2026-05-25,,In Progress,Baku,
PR-2025-05706,2025-12-31,DEP-009,CAT-007,SUP-082,Open Tender,719,4.82,5.52,2026-01-28,2026-03-06,2026-03-05,Completed,Ganja,4.4
PR-2026-05707,2026-03-20,DEP-012,CAT-017,SUP-027,Open Tender,92,1988.61,1661.4,2026-04-01,2026-04-19,2026-04-23,Completed,Lankaran,3.5
PR-2025-05708,2025-03-03,DEP-010,CAT-018,SUP-088,Request for Quotation,8,12538.49,11821.87,2025-03-26,2025-05-18,2025-05-22,Completed,Baku,4.9
PR-2025-05709,2025-07-06,DEP-012,CAT-017,SUP-108,Direct Purchase,21,990.99,1008.68,2025-07-11,2025-07-27,2025-08-07,Completed,Baku,3.9
PR-2024-05710,2024-07-24,DEP-007,CAT-022,SUP-117,Open Tender,6,627.47,576.02,2024-08-12,2024-09-22,2024-09-26,Completed,Lankaran,4.7
PR-2026-05711,2026-03-15,DEP-005,CAT-012,SUP-066,Open Tender,5,1255.41,1396.58,2026-04-06,2026-04-28,2026-04-30,Completed,Baku,4.0
PR-2024-05712,2024-01-09,DEP-002,CAT-011,SUP-030,Open Tender,10,11044.74,9309.8,2024-02-02,2024-03-18,2024-03-20,Completed,Baku,4.2
